,order_acknowledged_at,order_created_at,order_ready_at,order_value,restaurant_id,number_of_items,minutes_from_acknowledged_to_ready,hour_order_acknowledged_at,day_of_order,value_per_item,country,city,timezone_name,type_of_food,rest_median_order_value,rest_median_number_of_items,rest_median_value_per_item
250,2015-06-02 21:08:07.746812,2015-06-02 21:07:13.516831,2015-06-02 21:13:45.807252,35.0,1872,7,5.6343406666666676,21,1,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
251,2015-06-03 11:59:59.965473,2015-06-03 11:59:37.238900,2015-06-03 12:03:21.970732,18.0,1872,3,3.366754316666667,11,2,6.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
252,2015-06-03 18:52:54.987661,2015-06-03 18:52:26.478281,2015-06-03 18:56:47.208768,19.0,1872,6,3.8703517833333336,18,2,3.1666666666666665,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
253,2015-06-03 19:01:59.831102,2015-06-03 19:01:37.659527,2015-06-03 19:02:09.825297,81.0,1872,7,0.16656991666666668,19,2,11.571428571428571,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
254,2015-06-03 19:29:37.894888,2015-06-03 19:29:20.378913,2015-06-03 19:36:30.964279,98.0,1872,14,6.8844898500000005,19,2,7.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
255,2015-06-03 19:45:40.138613,2015-06-03 19:44:52.117789,2015-06-03 19:45:51.185942,17.0,1872,3,0.18412215,19,2,5.666666666666667,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
256,2015-06-03 19:52:43.790035,2015-06-03 19:52:25.052255,2015-06-03 19:53:24.513463,48.0,1872,8,0.6787238000000001,19,2,6.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
257,2015-06-05 12:05:00.824610,2015-06-05 12:04:26.742619,2015-06-05 12:08:26.570002,16.0,1872,3,3.4290898666666667,12,4,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
258,2015-06-05 17:19:27.759595,2015-06-05 17:17:57.128350,2015-06-05 18:14:38.234215,16.0,1872,3,55.174577000000006,17,4,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
259,2015-06-06 11:04:52.881367,2015-06-06 10:44:00.048628,2015-06-06 11:29:33.346534,26.0,1872,4,24.674419450000002,11,5,6.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
260,2015-06-06 11:52:55.470892,2015-06-06 11:52:19.930995,2015-06-06 11:56:52.382786,36.0,1872,7,3.948531566666667,11,5,5.142857142857143,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
261,2015-06-06 12:44:08.029283,2015-06-06 12:43:58.373811,2015-06-06 12:50:46.060821,22.0,1872,5,6.633858966666667,12,5,4.4,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
262,2015-06-07 11:02:08.292295,2015-06-07 09:47:26.229782,2015-06-07 11:07:24.427171,15.0,1872,3,5.2689146000000004,11,6,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
263,2015-06-07 11:06:00.056213,2015-06-07 11:03:41.619595,2015-06-07 11:34:54.493778,60.5,1872,17,28.907292750000003,11,6,3.5588235294117645,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
264,2015-06-07 11:14:13.896933,2015-06-07 11:13:47.146508,2015-06-07 11:14:37.615337,16.0,1872,3,0.3953067333333334,11,6,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
265,2015-06-07 11:14:29.015319,2015-06-07 11:14:00.297172,2015-06-07 11:25:37.489686,32.5,1872,8,11.14123945,11,6,4.0625,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
266,2015-06-07 11:31:07.513318,2015-06-07 11:30:52.256787,2015-06-07 11:34:43.597811,15.0,1872,3,3.601408216666667,11,6,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
267,2015-06-07 12:30:55.689603,2015-06-07 12:30:42.670248,2015-06-07 12:33:12.095720,16.0,1872,3,2.2734352833333333,12,6,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
268,2015-06-07 18:01:26.438305,2015-06-07 17:45:54.038843,2015-06-07 18:02:28.282904,32.0,1872,3,1.0307433166666666,18,6,10.666666666666666,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
269,2015-06-07 18:07:09.281839,2015-06-07 18:06:49.693591,2015-06-07 18:08:59.444857,32.0,1872,5,1.8360503000000001,18,6,6.4,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
270,2015-06-07 18:11:06.206490,2015-06-07 18:10:42.819479,2015-06-07 18:11:13.313847,19.0,1872,4,0.11845595,18,6,4.75,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
271,2015-06-07 18:15:48.883707,2015-06-07 18:15:26.733874,2015-06-07 18:23:24.145807,43.0,1872,8,7.587701666666667,18,6,5.375,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
272,2015-06-07 18:31:58.669385,2015-06-07 18:31:34.594644,2015-06-07 18:37:08.915208,19.0,1872,4,5.170763716666667,18,6,4.75,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
273,2015-06-07 19:23:02.691769,2015-06-07 19:22:45.675638,2015-06-07 19:23:09.388385,37.0,1872,8,0.11161026666666668,19,6,4.625,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
274,2015-06-08 12:18:21.181149,2015-06-08 12:17:58.169562,2015-06-08 12:24:29.344886,16.0,1872,3,6.136062283333334,12,0,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
275,2015-06-08 12:22:33.273272,2015-06-08 12:21:46.962788,2015-06-08 12:31:27.562611,18.0,1872,4,8.904822316666667,12,0,4.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
276,2015-06-09 18:30:56.850216,2015-06-09 18:30:23.763851,2015-06-09 19:44:35.574190,47.0,1872,5,73.64539956666667,18,1,9.4,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
277,2015-06-09 18:57:23.101532,2015-06-09 18:56:59.459313,2015-06-09 18:58:54.077779,18.0,1872,7,1.5162707833333333,18,1,2.5714285714285716,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
278,2015-06-09 19:03:51.335863,2015-06-09 19:03:24.606797,2015-06-09 19:09:23.854281,31.0,1872,5,5.541973633333333,19,1,6.2,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
279,2015-06-09 19:22:34.936703,2015-06-09 19:22:17.953633,2015-06-09 19:27:27.198783,29.0,1872,8,4.8710346666666675,19,1,3.625,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
280,2015-06-09 20:18:37.080670,2015-06-09 20:18:09.327757,2015-06-09 20:25:15.438812,16.0,1872,2,6.6393023666666675,20,1,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
281,2015-06-09 21:20:19.740594,2015-06-09 21:19:57.482209,2015-06-09 21:25:58.007695,32.0,1872,3,5.637785016666667,21,1,10.666666666666666,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
282,2015-06-10 11:46:24.397977,2015-06-10 11:46:01.302147,2015-06-10 11:50:06.571322,46.0,1872,5,3.7028890833333334,11,2,9.2,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
283,2015-06-10 12:34:25.680528,2015-06-10 12:34:01.206711,2015-06-10 12:42:24.570567,35.0,1872,6,7.98150065,12,2,5.833333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
284,2015-06-10 17:59:32.092541,2015-06-10 17:59:05.585014,2015-06-10 18:58:53.738851,25.0,1872,4,59.36077183333334,17,2,6.25,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
285,2015-06-10 18:10:16.533280,2015-06-10 18:09:50.983124,2015-06-10 19:04:31.431773,46.0,1872,9,54.24830821666667,18,2,5.111111111111111,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
286,2015-06-10 18:32:26.480583,2015-06-10 18:32:01.964425,2015-06-10 18:41:45.691571,17.5,1872,9,9.320183133333334,18,2,1.9444444444444444,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
287,2015-06-11 19:01:51.781799,2015-06-11 19:01:24.054248,2015-06-11 19:02:00.439914,36.0,1872,5,0.14430191666666667,19,3,7.2,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
288,2015-06-11 19:40:49.199307,2015-06-11 19:40:36.268725,2015-06-11 19:41:12.707121,19.0,1872,4,0.3917969,19,3,4.75,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
289,2015-06-12 13:03:55.876996,2015-06-12 13:03:35.763463,2015-06-12 13:09:08.684577,15.0,1872,3,5.213459683333334,13,4,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
290,2015-06-12 19:57:00.231921,2015-06-12 19:56:24.021260,2015-06-12 20:03:14.349746,16.0,1872,3,6.235297083333334,19,4,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
291,2015-06-13 11:33:00.383206,2015-06-13 11:32:35.430764,2015-06-13 11:36:52.582089,15.0,1872,3,3.8699813833333336,11,5,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
292,2015-06-13 14:01:03.424550,2015-06-13 14:00:39.615113,2015-06-13 14:10:27.808570,18.0,1872,4,9.406400333333334,14,5,4.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
293,2015-06-13 18:57:37.171707,2015-06-13 18:57:19.551966,2015-06-13 18:58:11.383391,16.0,1872,3,0.5701947333333334,18,5,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
294,2015-06-14 18:35:27.639090,2015-06-14 18:35:01.349752,2015-06-14 19:29:40.538449,16.0,1872,3,54.21498931666667,18,6,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
295,2015-06-14 20:00:33.090123,2015-06-14 20:00:10.722621,2015-06-14 20:13:05.357271,32.0,1872,4,12.5377858,20,6,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
296,2015-06-14 20:04:00.150708,2015-06-14 20:03:39.283835,2015-06-14 20:31:09.953145,45.0,1872,6,27.16337395,20,6,7.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
297,2015-06-14 20:35:12.059755,2015-06-14 20:34:55.412606,2015-06-14 20:46:57.456906,32.0,1872,10,11.756619183333333,20,6,3.2,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
298,2015-06-14 21:26:29.536062,2015-06-14 21:26:09.027496,2015-06-14 21:26:50.024392,50.0,1872,6,0.3414721666666667,21,6,8.333333333333334,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
299,2015-06-15 10:25:24.830174,2015-06-15 10:22:43.803511,2015-06-15 11:06:52.990288,78.0,1872,7,41.46933523333334,10,0,11.142857142857142,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
300,2015-06-15 12:02:43.061383,2015-06-15 12:01:39.642426,2015-06-15 12:11:22.179036,20.0,1872,4,8.651960883333334,12,0,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
301,2015-06-15 21:12:28.886367,2015-06-15 21:11:59.681684,2015-06-15 21:17:10.954257,45.0,1872,5,4.701131500000001,21,0,9.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
302,2015-06-16 18:16:50.449340,2015-06-16 18:15:49.038152,2015-06-16 18:19:32.093485,16.0,1872,3,2.6940690833333334,18,1,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
303,2015-06-16 19:05:52.897338,2015-06-16 19:05:24.644332,2015-06-16 19:32:09.147099,32.0,1872,5,26.27082935,19,1,6.4,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
304,2015-06-16 19:38:33.518722,2015-06-16 19:37:32.189560,2015-06-16 19:39:40.286828,32.0,1872,4,1.1128017666666667,19,1,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
305,2015-06-16 19:41:21.813471,2015-06-16 19:40:52.534008,2015-06-16 19:41:34.313852,25.0,1872,3,0.20833968333333336,19,1,8.333333333333334,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
306,2015-06-16 19:51:56.816148,2015-06-16 19:51:07.004713,2015-06-16 19:52:23.879659,17.0,1872,3,0.4510585166666667,19,1,5.666666666666667,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
307,2015-06-16 20:17:00.988809,2015-06-16 20:16:36.601332,2015-06-16 20:17:34.819369,37.0,1872,5,0.5638426666666667,20,1,7.4,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
308,2015-06-16 20:26:30.452301,2015-06-16 20:26:06.059281,2015-06-16 20:28:04.464495,26.0,1872,2,1.5668699000000001,20,1,13.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
309,2015-06-16 20:29:27.085111,2015-06-16 20:29:04.757235,2015-06-16 20:30:14.632795,32.0,1872,4,0.7924614000000001,20,1,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
310,2015-06-16 20:42:56.652395,2015-06-16 20:42:38.422433,2015-06-16 20:43:25.143151,16.0,1872,3,0.47484593333333336,20,1,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
311,2015-06-16 21:19:15.920006,2015-06-16 21:19:03.781480,2015-06-16 21:20:05.454621,30.0,1872,3,0.8255769166666667,21,1,10.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
312,2015-06-17 21:13:47.623463,2015-06-17 21:13:13.098586,2015-06-17 21:18:19.960881,32.0,1872,4,4.5389569666666665,21,2,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
313,2015-06-18 19:28:19.743903,2015-06-18 19:27:32.030345,2015-06-18 19:28:29.477788,16.0,1872,3,0.16223141666666668,19,3,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
314,2015-06-18 19:50:51.673797,2015-06-18 19:50:34.857585,2015-06-18 19:51:02.136152,24.0,1872,2,0.17437258333333333,19,3,12.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
315,2015-06-19 11:01:15.828967,2015-06-19 10:49:30.229368,2015-06-19 11:43:15.308232,17.0,1872,6,41.99132108333333,11,4,2.8333333333333335,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
316,2015-06-19 13:04:15.093653,2015-06-19 13:03:48.722428,2015-06-19 13:07:11.926205,16.0,1872,3,2.9472092000000005,13,4,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
317,2015-06-19 18:27:56.923875,2015-06-19 18:27:37.373286,2015-06-19 18:28:24.203275,16.0,1872,3,0.4546566666666667,18,4,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
318,2015-06-19 18:56:04.975731,2015-06-19 18:55:51.460864,2015-06-19 18:56:58.227328,48.0,1872,6,0.8875266166666668,18,4,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
319,2015-06-19 18:57:45.855734,2015-06-19 18:57:19.896818,2015-06-19 18:58:08.661902,19.0,1872,4,0.3801028000000001,18,4,4.75,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
320,2015-06-19 19:48:34.890832,2015-06-19 19:45:47.625529,2015-06-19 19:48:45.622656,32.0,1872,4,0.17886373333333336,19,4,8.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
321,2015-06-19 19:51:56.989604,2015-06-19 19:51:37.033952,2015-06-19 19:55:49.342355,31.5,1872,10,3.8725458500000003,19,4,3.15,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
322,2015-06-19 21:12:47.349245,2015-06-19 21:12:23.172193,2015-06-19 21:15:08.957367,57.0,1872,6,2.360135366666667,21,4,9.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
323,2015-06-20 18:53:21.449585,2015-06-20 18:52:56.229579,2015-06-20 18:54:30.559484,19.0,1872,4,1.1518316499999999,18,5,4.75,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
324,2015-06-20 19:25:51.577640,2015-06-20 19:25:27.103873,2015-06-20 19:27:21.853898,77.0,1872,10,1.5046043,19,5,7.7,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
325,2015-06-20 21:09:30.170725,2015-06-20 21:08:48.886593,2015-06-20 21:17:13.882273,33.0,1872,5,7.728525800000001,21,5,6.6,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
326,2015-06-23 20:21:57.313652,2015-06-23 20:21:44.937753,2015-06-23 20:24:59.274034,30.0,1872,5,3.0326730333333334,20,1,6.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
327,2015-06-24 18:05:03.423009,2015-06-24 18:04:34.949583,2015-06-24 18:48:17.072365,21.0,1872,4,43.22748926666667,18,2,5.25,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
328,2015-06-24 18:41:59.419508,2015-06-24 18:41:41.016747,2015-06-24 18:42:20.512294,13.0,1872,2,0.35154643333333335,18,2,6.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
329,2015-06-24 19:10:42.890765,2015-06-24 19:10:11.523063,2015-06-24 19:11:54.660189,24.0,1872,5,1.1961570666666668,19,2,4.8,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
330,2015-06-24 20:28:38.741196,2015-06-24 20:28:09.676212,2015-06-24 20:32:56.456360,15.0,1872,3,4.295252733333333,20,2,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
331,2015-06-25 20:24:20.145645,2015-06-25 20:23:59.487991,2015-06-25 20:24:56.656926,16.0,1872,3,0.6085213500000001,20,3,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
332,2015-06-26 12:19:03.974203,2015-06-26 12:18:36.639651,2015-06-26 12:20:22.560797,15.0,1872,3,1.3097765666666668,12,4,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
333,2015-06-26 12:23:26.211836,2015-06-26 12:23:03.074834,2015-06-26 12:24:01.904925,16.0,1872,3,0.5948848166666667,12,4,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
334,2015-06-26 12:38:33.045181,2015-06-26 12:38:17.895128,2015-06-26 12:40:04.678222,47.0,1872,6,1.5272173500000001,12,4,7.833333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
335,2015-06-27 13:04:43.981228,2015-06-27 13:04:28.628921,2015-06-27 13:09:00.896071,19.0,1872,4,4.28191405,13,5,4.75,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
336,2015-06-27 17:54:01.155810,2015-06-27 17:53:48.744013,2015-06-27 18:16:37.485636,26.0,1872,2,22.6054971,17,5,13.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
337,2015-06-27 19:53:48.132172,2015-06-27 19:52:36.968208,2015-06-27 19:54:03.027439,37.0,1872,6,0.24825445000000002,19,5,6.166666666666667,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
338,2015-06-27 20:11:46.571540,2015-06-27 20:11:34.656790,2015-06-27 20:15:21.044811,26.0,1872,4,3.574554516666667,20,5,6.5,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
339,2015-06-28 11:47:02.696589,2015-06-28 11:46:28.996875,2015-06-28 11:51:44.902425,43.5,1872,8,4.703430600000001,11,6,5.4375,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
340,2015-06-28 17:13:42.585870,2015-06-28 17:13:32.127029,2015-06-28 17:59:00.142620,19.5,1872,8,45.292612500000004,17,6,2.4375,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
341,2015-06-28 19:46:49.077180,2015-06-28 19:41:03.270314,2015-06-28 19:50:27.470844,16.0,1872,3,3.6398944,19,6,5.333333333333333,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
342,2015-06-28 20:28:49.587542,2015-06-28 20:28:29.396888,2015-06-28 20:44:28.805279,51.0,1872,10,15.653628950000002,20,6,5.1,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
343,2015-06-28 20:36:54.888915,2015-06-28 20:36:31.711465,2015-06-28 20:37:19.768953,20.0,1872,4,0.4146673,20,6,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
344,2015-06-30 18:39:49.488858,2015-06-30 18:39:24.539286,2015-06-30 18:40:29.163942,20.0,1872,4,0.6612514,18,1,5.0,France,Paris,Europe/Paris,french,24.0,4.0,5.333333333333333
345,2015-06-01 11:59:13.081243,2015-06-01 11:23:16.392176,2015-06-01 12:24:48.780826,26.25,2308,3,25.594993050000003,11,0,8.75,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
346,2015-06-01 18:47:27.289627,2015-06-01 18:47:01.888960,2015-06-01 19:03:07.998432,15.2,2308,2,15.678480083333335,18,0,7.6,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
347,2015-06-01 20:15:14.667357,2015-06-01 20:14:50.331696,2015-06-01 20:34:07.742707,37.0,2308,4,18.884589166666668,20,0,9.25,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
348,2015-06-06 17:38:35.177200,2015-06-06 17:38:22.493897,2015-06-06 17:53:41.354862,20.5,2308,2,15.102961033333335,17,5,10.25,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
349,2015-06-06 19:39:42.815701,2015-06-06 19:38:48.423476,2015-06-06 19:52:04.091315,23.25,2308,3,12.354593566666667,19,5,7.75,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
350,2015-06-06 22:00:54.172520,2015-06-06 22:00:13.551363,2015-06-06 22:25:18.537982,31.7,2308,4,24.406091033333333,22,5,7.925,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
351,2015-06-08 21:45:53.828147,2015-06-08 21:45:32.864184,2015-06-08 22:19:14.275441,71.15,2308,7,33.340788233333335,21,0,10.164285714285715,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
352,2015-06-09 21:35:27.954936,2015-06-09 21:34:54.114630,2015-06-09 21:49:27.301993,48.0,2308,6,13.989117616666668,21,1,8.0,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
353,2015-06-10 20:26:21.492331,2015-06-10 20:25:50.767917,2015-06-10 20:38:32.045616,30.95,2308,3,12.175888083333335,20,2,10.316666666666666,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
354,2015-06-10 20:41:24.357580,2015-06-10 20:41:07.607759,2015-06-10 20:57:53.929376,58.25,2308,6,16.492863266666667,20,2,9.708333333333334,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
355,2015-06-11 18:29:15.320775,2015-06-11 18:16:59.395582,2015-06-11 18:40:45.914250,44.25,2308,4,11.50989125,18,3,11.0625,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
356,2015-06-11 20:10:43.487458,2015-06-11 20:09:34.181062,2015-06-11 20:29:08.998984,25.45,2308,4,18.4251921,20,3,6.3625,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
357,2015-06-15 20:17:33.533712,2015-06-15 20:16:44.289962,2015-06-15 20:33:21.347405,14.2,2308,2,15.796894883333334,20,0,7.1,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
358,2015-06-16 12:02:04.813919,2015-06-16 11:56:03.635172,2015-06-16 12:39:52.751170,30.95,2308,3,37.798954183333336,12,1,10.316666666666666,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
359,2015-06-16 20:46:24.724440,2015-06-16 20:46:13.523250,2015-06-16 21:07:34.159791,19.0,2308,2,21.157255850000002,20,1,9.5,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
360,2015-06-16 20:50:11.229134,2015-06-16 20:49:47.821934,2015-06-16 21:07:39.425151,50.75,2308,4,17.469933616666665,20,1,12.6875,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
361,2015-06-19 11:31:06.319297,2015-06-19 11:06:15.239983,2015-06-19 12:29:38.656829,26.25,2308,3,58.53895886666667,11,4,8.75,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
362,2015-06-20 21:07:34.943688,2015-06-20 21:07:21.529154,2015-06-20 21:30:28.987173,54.4,2308,5,22.900724750000002,21,5,10.879999999999999,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
363,2015-06-22 13:05:48.996370,2015-06-22 13:05:25.096680,2015-06-22 13:36:16.473370,22.7,2308,2,30.45795,13,0,11.35,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
364,2015-06-22 13:20:15.033643,2015-06-22 13:19:51.397650,2015-06-22 13:36:16.186350,50.25,2308,6,16.019211783333336,13,0,8.375,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
365,2015-06-24 12:17:09.084940,2015-06-24 12:16:41.485345,2015-06-24 12:35:11.119829,37.0,2308,3,18.033914816666666,12,2,12.333333333333334,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
366,2015-06-24 21:35:51.882630,2015-06-24 21:35:01.391033,2015-06-24 21:49:27.258566,28.0,2308,4,13.589598933333333,21,2,7.0,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
367,2015-06-25 13:36:34.991323,2015-06-25 13:35:55.588458,2015-06-25 13:59:53.973064,34.0,2308,3,23.316362350000002,13,3,11.333333333333334,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
368,2015-06-25 19:52:30.157831,2015-06-25 19:52:01.253821,2015-06-25 20:12:13.263788,20.95,2308,1,19.718432616666668,19,3,20.95,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
369,2015-06-25 21:16:33.557217,2015-06-25 21:16:10.568574,2015-06-25 21:29:04.001567,18.45,2308,2,12.507405833333335,21,3,9.225,UK,London,Europe/London,mediterranean,30.95,3.0,9.5
370,2015-06-01 11:48:54.682843,2015-06-01 11:23:45.704599,2015-06-01 12:36:13.553946,18.4,1199,3,47.31451838333334,11,0,6.133333333333333,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
371,2015-06-01 13:47:52.168213,2015-06-01 13:47:16.859392,2015-06-01 13:55:10.907573,24.4,1199,3,7.312322666666668,13,0,8.133333333333333,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
372,2015-06-01 21:23:45.906948,2015-06-01 21:23:30.187434,2015-06-01 21:28:48.455740,19.4,1199,3,5.042479866666667,21,0,6.466666666666666,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
373,2015-06-03 19:05:06.288754,2015-06-03 19:04:36.515553,2015-06-03 19:17:30.959386,26.5,1199,6,12.411177200000001,19,2,4.416666666666667,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
374,2015-06-04 20:44:37.828307,2015-06-04 20:44:18.793864,2015-06-04 20:49:04.455339,7.5,1199,1,4.443783866666667,20,3,7.5,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
375,2015-06-04 21:08:54.309598,2015-06-04 21:08:30.301597,2015-06-04 21:16:37.043760,19.95,1199,4,7.712236033333334,21,3,4.9875,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
376,2015-06-06 11:48:02.761148,2015-06-06 11:47:33.853030,2015-06-06 12:28:42.895447,18.15,1199,4,40.66890498333334,11,5,4.5375,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
377,2015-06-06 12:00:31.999227,2015-06-06 11:59:58.548390,2015-06-06 12:41:53.133176,18.95,1199,4,41.35223248333333,12,5,4.7375,UK,London,Europe/London,british,19.9,3.0,6.633333333333333
